CustomerID,LastPurchase,FirstPurchase,NumTransactions,TotalSpend,TotalItems,UniqueProducts,UniqueCategories,PrimaryCountry,Recency,CustomerLifespan,AOV,PurchaseFreqPerMonth,IsUK,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment,behavioral_entropy
13918,2011-10-21 12:25:00,2011-03-31 18:05:00,2,1212.84,1140,30,4,United Kingdom,49,203,606.4199829101562,0.2955665024630542,1,4,2,3,9,Loyal,0.39042317825117306
13919,2011-10-11 14:24:00,2010-06-17 09:30:00,4,1252.68,1127,64,8,Denmark,58,481,313.1700134277344,0.24948024948024947,0,4,3,4,11,Loyal,0.6854280241073433
13920,2010-10-04 12:37:00,2010-05-26 15:48:00,4,1774.68,1772,81,8,United Kingdom,431,130,443.6700134277344,0.9230769230769231,1,1,3,4,8,At Risk,0.7309649325680031
13921,2010-11-02 16:32:00,2009-12-18 12:19:00,4,730.7,210,36,7,United Kingdom,401,319,182.6750030517578,0.3761755485893417,1,2,3,3,8,At Risk,0.6564900896161472
13922,2010-12-23 10:38:00,2010-08-29 14:36:00,3,865.2,467,30,6,United Kingdom,351,115,288.40000406901044,0.7826086956521738,1,2,3,3,8,At Risk,0.6784910713950432
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,185,20,6,United Kingdom,53,0,351.1300048828125,1.0,1,4,1,2,7,Loyal,0.610986684966357
13924,2011-12-08 09:39:00,2011-09-28 15:07:00,6,1838.85,1575,90,8,United Kingdom,1,70,306.47499593098956,2.571428571428571,1,5,4,4,13,Champions,0.7944208950827486
13925,2011-09-08 12:47:00,2011-07-28 12:09:00,4,678.25,331,28,5,United Kingdom,92,42,169.5625,2.857142857142857,1,3,3,3,9,Potential Loyal,0.5075672671178223
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85,104,11,5,United Kingdom,22,0,223.85000610351562,1.0,1,4,1,1,6,Loyal,0.6025111231975635
13927,2011-09-26 12:00:00,2010-09-28 16:12:00,2,708.26,463,37,7,United Kingdom,74,362,354.1300048828125,0.16574585635359115,1,3,2,3,8,Potential Loyal,0.6878303659102885
13928,2011-11-29 10:33:00,2011-07-29 15:59:00,4,464.57,129,23,7,United Kingdom,10,122,116.14250183105469,0.9836065573770493,1,5,3,2,10,Loyal,0.6347910934457075
13929,2011-06-23 15:26:00,2010-01-14 07:25:00,11,3494.1,1566,38,7,United Kingdom,168,525,317.64546342329544,0.6285714285714286,1,3,5,5,13,Champions,0.742180676963671
13930,2011-10-13 09:45:00,2011-07-26 11:00:00,2,337.34,274,15,3,United Kingdom,57,78,168.6699981689453,0.7692307692307692,1,4,2,2,8,Loyal,0.4663548505421724
13931,2011-09-05 10:12:00,2009-12-03 10:26:00,11,5212.38,3476,203,9,United Kingdom,95,640,473.8527166193182,0.515625,1,3,5,5,13,Champions,0.7901544391751348
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,72,16,5,United Kingdom,294,0,307.3999938964844,1.0,1,2,1,2,5,Lost,0.5887522709514736
13933,2011-08-22 14:03:00,2011-07-14 13:35:00,2,608.79,205,23,5,United Kingdom,108,39,304.3949890136719,1.5384615384615383,1,3,2,2,7,Potential Loyal,0.5916777256468198
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,390,31,7,United Kingdom,263,0,922.0999755859375,1.0,1,2,1,3,6,Lost,0.6411973200091404
13935,2010-04-22 11:21:00,2010-02-25 16:01:00,3,6116.92,2252,67,8,United Kingdom,596,55,2038.9733072916667,1.6363636363636365,1,1,3,5,9,At Risk,0.6474479311645414
13936,2011-06-13 08:47:00,2010-10-21 14:21:00,3,939.66,661,56,9,United Kingdom,179,234,313.21999104817706,0.38461538461538464,1,3,3,3,9,Potential Loyal,0.7749637957730638
13937,2011-06-23 16:35:00,2010-11-02 12:37:00,2,880.13,587,54,8,United Kingdom,168,233,440.06500244140625,0.2575107296137339,1,3,2,3,8,Potential Loyal,0.8150027478681594
13938,2011-11-04 14:37:00,2011-11-04 14:37:00,1,71.659996,70,7,3,United Kingdom,34,0,71.65999603271484,1.0,1,4,1,1,6,Loyal,0.3643872636342614
13939,2011-11-16 13:33:00,2010-04-06 12:43:00,7,1560.96,1608,91,9,United Kingdom,22,589,222.99428013392858,0.35653650254668934,1,4,4,4,12,Loyal,0.7862813815965995
13940,2011-11-22 15:15:00,2011-07-18 16:05:00,4,839.14,516,39,5,United Kingdom,16,126,209.78500366210938,0.9523809523809523,1,5,3,3,11,Loyal,0.44796477755783437
13941,2011-11-18 09:43:00,2009-12-16 16:10:00,15,11122.3,5426,42,4,United Kingdom,21,701,741.4866536458334,0.6419400855920114,1,4,5,5,14,Champions,0.08811026188786186
13942,2010-06-23 12:35:00,2010-06-23 12:35:00,1,320.0,1000,1,1,United Kingdom,534,0,320.0,1.0,1,1,1,2,4,Lost,0.0
13943,2010-05-11 11:30:00,2010-05-11 11:30:00,1,246.54,94,15,5,United Kingdom,577,0,246.5399932861328,1.0,1,1,1,1,3,Lost,0.5915274100401023
13944,2010-02-24 15:02:00,2010-02-24 15:02:00,1,200.43,153,35,6,United Kingdom,652,0,200.42999267578125,1.0,1,1,1,1,3,Lost,0.646590942521139
13945,2010-11-10 10:00:00,2010-08-17 09:59:00,2,854.15,413,49,7,United Kingdom,394,85,427.07501220703125,0.7058823529411764,1,2,2,3,7,Lost,0.7022417979918866
13946,2011-09-21 13:33:00,2009-12-04 11:07:00,6,1876.23,2847,49,10,United Kingdom,78,656,312.7049967447917,0.27439024390243905,1,3,4,4,11,Potential Loyal,0.49491394668064775
13947,2011-10-05 14:42:00,2011-10-05 14:42:00,1,90.6,44,5,2,United Kingdom,64,0,90.5999984741211,1.0,1,3,1,1,5,Potential Loyal,0.08030426312164693
13948,2010-12-14 10:18:00,2009-12-04 12:14:00,4,548.76,248,23,6,United Kingdom,360,374,137.19000244140625,0.32085561497326204,1,2,3,2,7,At Risk,0.5201055826329738
13949,2011-12-07 09:35:00,2011-09-06 11:55:00,6,2427.32,2474,124,9,United Kingdom,2,91,404.5533447265625,1.978021978021978,1,5,4,4,13,Champions,0.8257765677418127
13950,2011-11-28 14:44:00,2011-04-07 11:29:00,4,745.06,323,33,7,United Kingdom,10,235,186.26499938964844,0.5106382978723405,1,5,3,3,11,Loyal,0.6647086884687923
13951,2011-06-16 16:43:00,2011-02-18 15:21:00,3,674.45,459,38,7,United Kingdom,175,118,224.8166707356771,0.7627118644067797,1,3,3,3,9,Potential Loyal,0.6863240381799709
13952,2011-05-06 09:00:00,2009-12-16 09:41:00,14,12823.52,5946,237,10,United Kingdom,217,505,915.9656808035714,0.8316831683168318,1,2,5,5,12,At Risk,0.6450474701371807
13953,2011-12-02 16:04:00,2009-12-11 12:58:00,12,6640.68,5224,8,3,United Kingdom,6,721,553.3900146484375,0.4993065187239944,1,5,5,5,15,Champions,0.04207875378599059
13954,2011-12-08 12:50:00,2011-09-30 10:52:00,2,439.92,150,24,5,United Kingdom,1,69,219.9600067138672,0.8695652173913044,1,5,2,2,9,Loyal,0.580120630969661
13955,2011-07-08 17:19:00,2010-11-29 17:35:00,3,545.17,274,82,9,United Kingdom,153,220,181.72332763671875,0.4090909090909091,1,3,3,2,8,Potential Loyal,0.7707231218761035
13956,2011-12-04 13:20:00,2011-03-13 12:51:00,5,1026.42,491,123,10,United Kingdom,4,266,205.2840087890625,0.5639097744360902,1,5,4,3,12,Loyal,0.7479903749398736
13957,2010-10-18 10:02:00,2010-02-19 10:32:00,3,458.25,157,21,6,United Kingdom,417,240,152.75,0.375,1,1,3,2,6,At Risk,0.507088621889584
13958,2010-11-25 10:11:00,2009-12-05 13:12:00,8,4709.23,2264,172,10,United Kingdom,379,354,588.6537475585938,0.6779661016949152,1,2,4,5,11,At Risk,0.7615547563993078
13959,2011-09-21 15:06:00,2010-07-16 15:11:00,6,1076.18,700,120,8,United Kingdom,78,431,179.36334228515625,0.4176334106728538,1,3,4,3,10,Potential Loyal,0.6616557096090584
13960,2011-11-18 15:27:00,2011-09-29 12:39:00,2,230.22,142,11,3,United Kingdom,20,50,115.11000061035156,1.2,1,4,2,1,7,Loyal,0.38762292014316596
13961,2010-11-12 14:40:00,2010-11-12 14:40:00,1,538.4,226,19,6,United Kingdom,391,0,538.4000244140625,1.0,1,2,1,2,5,Lost,0.400304354631817
13962,2011-11-18 08:47:00,2010-09-30 10:35:00,3,362.8,160,23,5,United Kingdom,21,413,120.93332926432292,0.2179176755447942,1,4,3,2,9,Loyal,0.5723684680100292
13963,2011-02-04 14:43:00,2010-04-21 16:20:00,17,2951.87,2013,128,8,United Kingdom,307,288,173.63941865808823,1.7708333333333335,1,2,5,4,11,At Risk,0.7311469759301822
13964,2010-11-17 13:53:00,2010-10-05 12:38:00,2,438.9,228,22,7,United Kingdom,386,43,219.4499969482422,1.3953488372093024,1,2,2,2,6,Lost,0.7178502830776599
13965,2010-08-20 10:40:00,2010-01-05 15:21:00,3,996.61,425,23,5,United Kingdom,476,226,332.2033284505208,0.39823008849557523,1,1,3,3,7,At Risk,0.5643379213574258
13966,2010-09-30 13:08:00,2010-09-30 13:08:00,1,390.86002,772,21,7,United Kingdom,434,0,390.8600158691406,1.0,1,1,1,2,4,Lost,0.3674956836949083
13967,2011-07-17 12:02:00,2010-11-08 13:24:00,2,166.29999,66,4,3,United Kingdom,145,250,83.14999389648438,0.24,1,3,2,1,6,Potential Loyal,0.3298672408615423
13968,2010-10-12 13:22:00,2010-10-12 13:22:00,1,123.66,174,8,2,United Kingdom,422,0,123.66000366210938,1.0,1,1,1,1,3,Lost,0.17423454334334268
13969,2011-12-02 15:11:00,2010-03-25 13:15:00,35,13365.87,6817,472,10,United Kingdom,6,617,381.8820033482143,1.7017828200972447,1,5,5,5,15,Champions,0.7957031012707276
13970,2010-11-18 13:21:00,2010-09-28 11:53:00,2,846.55005,469,10,5,United Kingdom,385,51,423.2750244140625,1.1764705882352942,1,2,2,3,7,Lost,0.5351740662132469
13971,2011-11-21 12:06:00,2010-01-26 09:51:00,14,4667.57,3084,184,10,United Kingdom,18,664,333.39784458705356,0.6325301204819277,1,5,5,5,15,Champions,0.8446632674520749
13972,2011-09-30 11:54:00,2011-05-22 11:34:00,2,190.25,187,15,4,United Kingdom,70,131,95.125,0.45801526717557256,1,3,2,1,6,Potential Loyal,0.45698357049848887
13973,2011-02-25 15:21:00,2011-02-25 15:21:00,1,264.7,109,11,5,United Kingdom,286,0,264.70001220703125,1.0,1,2,1,1,4,Lost,0.5921200148646285
13974,2011-10-21 14:41:00,2010-05-06 17:55:00,2,677.72,356,43,6,United Kingdom,48,532,338.8599853515625,0.11278195488721804,1,4,2,3,9,Loyal,0.6172536212759407
13975,2011-11-08 13:19:00,2010-02-02 13:13:00,12,5351.34,3932,432,10,United Kingdom,30,644,445.9449869791667,0.5590062111801243,1,4,5,5,14,Champions,0.8522663883740004
13976,2011-05-17 09:13:00,2010-02-09 13:08:00,4,1192.36,452,49,7,United Kingdom,206,461,298.0899963378906,0.2603036876355748,1,2,3,3,8,At Risk,0.6599387585740599
13977,2010-10-24 14:08:00,2010-10-24 14:08:00,1,519.81,303,13,4,United Kingdom,410,0,519.8099975585938,1.0,1,1,1,2,4,Lost,0.34511333141160505
13978,2011-11-25 11:36:00,2011-10-25 15:04:00,2,196.79,315,14,7,United Kingdom,14,30,98.3949966430664,2.0,1,5,2,1,8,Loyal,0.733222103166666
13979,2011-09-27 13:32:00,2009-12-03 10:02:00,7,3409.93,2267,355,10,United Kingdom,72,663,487.13284737723217,0.3167420814479638,1,3,4,5,12,Potential Loyal,0.8372466300355816
13980,2011-10-10 13:34:00,2010-02-21 14:18:00,5,799.92,477,57,7,United Kingdom,59,595,159.98399658203124,0.25210084033613445,1,3,4,3,10,Potential Loyal,0.7226375744855099
13981,2010-10-20 10:03:00,2010-10-20 10:03:00,1,331.14,234,22,5,United Kingdom,415,0,331.1400146484375,1.0,1,1,1,2,4,Lost,0.5600465461129845
13982,2011-10-31 16:24:00,2010-01-20 14:04:00,9,4445.59,2736,123,10,United Kingdom,38,649,493.9544270833333,0.41602465331278893,1,4,5,5,14,Champions,0.8499697315701539
13983,2011-11-10 11:06:00,2009-12-09 13:53:00,21,7108.45,4157,238,9,United Kingdom,29,700,338.4976283482143,0.9,1,4,5,5,14,Champions,0.7667293599839315
13984,2011-11-13 12:38:00,2009-12-07 11:51:00,12,2048.6,1421,53,9,United Kingdom,26,706,170.7166748046875,0.509915014164306,1,4,5,4,13,Champions,0.6590003045217091
13985,2011-12-05 17:06:00,2010-02-09 13:56:00,22,10020.86,4936,149,9,United Kingdom,3,664,455.49365234375,0.9939759036144579,1,5,5,5,15,Champions,0.8014168927655747
13986,2011-11-22 15:00:00,2011-11-22 15:00:00,1,320.46,430,12,5,United Kingdom,16,0,320.4599914550781,1.0,1,5,1,2,8,Loyal,0.2785828365094602
13987,2010-11-25 10:20:00,2010-11-04 09:54:00,2,682.54,492,46,7,United Kingdom,379,21,341.2699890136719,2.0,1,2,2,3,7,Lost,0.7362460545363835
13988,2011-11-20 10:15:00,2010-03-24 11:05:00,8,4757.8,3385,218,10,United Kingdom,19,605,594.7249755859375,0.396694214876033,1,4,4,5,13,Champions,0.8261199757050968
13989,2011-10-05 09:47:00,2010-05-25 12:13:00,5,2026.06,2207,61,8,United Kingdom,65,497,405.21201171875,0.30181086519114686,1,3,4,4,11,Potential Loyal,0.8031192424929492
13990,2011-05-10 15:19:00,2011-05-10 15:19:00,1,311.3,190,16,5,United Kingdom,212,0,311.29998779296875,1.0,1,2,1,2,5,Lost,0.5956088404113695
13991,2011-11-27 16:18:00,2011-07-19 12:58:00,6,854.97,997,57,9,United Kingdom,11,131,142.4949951171875,1.3740458015267176,1,5,4,3,12,Loyal,0.7352037012046897
13992,2011-11-09 15:23:00,2010-09-02 17:04:00,3,219.5,154,10,5,United Kingdom,29,432,73.16666666666667,0.20833333333333331,1,4,3,1,8,Loyal,0.6411034518262195
13993,2011-10-28 09:06:00,2009-12-03 11:57:00,19,6775.71,2135,110,8,United Kingdom,42,693,356.61631373355266,0.8225108225108224,1,4,5,5,14,Champions,0.7287844863546151
13994,2011-12-06 11:05:00,2011-07-14 18:28:00,6,2313.14,940,122,9,United Kingdom,3,144,385.5233154296875,1.25,1,5,4,4,13,Champions,0.7387759882913195
13995,2011-11-24 14:22:00,2009-12-18 12:43:00,14,3902.01,2359,146,8,United Kingdom,14,706,278.71500069754467,0.5949008498583569,1,5,5,5,15,Champions,0.7580633370927392
13996,2010-11-18 16:27:00,2010-11-05 15:07:00,2,845.76,612,28,7,United Kingdom,385,13,422.8800048828125,2.0,1,2,2,3,7,Lost,0.650596322373984
13997,2010-07-08 18:06:00,2010-06-07 17:33:00,3,382.31,146,36,4,United Kingdom,518,31,127.43666585286458,2.9032258064516125,1,1,3,2,6,At Risk,0.5120373761529133
13998,2010-09-19 10:20:00,2010-05-12 13:18:00,3,566.7,204,30,7,United Kingdom,446,129,188.9000040690104,0.6976744186046512,1,1,3,2,6,At Risk,0.6709855886818211
13999,2011-11-29 13:40:00,2009-12-05 12:42:00,29,9502.26,5043,174,9,United Kingdom,9,724,327.6641298491379,1.201657458563536,1,5,5,5,15,Champions,0.8441368124340498
14000,2011-05-12 16:50:00,2009-12-02 09:50:00,5,2046.34,1838,28,5,United Kingdom,210,526,409.2679931640625,0.28517110266159695,1,2,4,4,10,At Risk,0.6201929451231164
14001,2011-10-25 10:31:00,2010-08-03 12:49:00,9,4530.09,1873,60,7,United Kingdom,45,447,503.34331597222223,0.6040268456375839,1,4,5,5,14,Champions,0.6869509155065485
14002,2011-07-28 15:55:00,2011-07-06 14:59:00,2,529.73,877,47,7,United Kingdom,133,22,264.864990234375,2.0,1,3,2,2,7,Potential Loyal,0.6213297427279524
14003,2009-12-07 08:53:00,2009-12-07 08:53:00,1,209.41,149,16,5,United Kingdom,732,0,209.41000366210938,1.0,1,1,1,1,3,Lost,0.585616447651176
14004,2011-10-27 14:40:00,2010-09-30 09:39:00,11,6258.45,3425,127,9,United Kingdom,42,392,568.9500177556819,0.8418367346938775,1,4,5,5,14,Champions,0.7315624828276609
14005,2011-11-30 12:41:00,2011-05-08 10:33:00,5,2874.72,2478,53,8,United Kingdom,9,206,574.943994140625,0.7281553398058253,1,5,4,4,13,Champions,0.6243132763539303
14006,2011-08-16 09:39:00,2010-02-25 09:45:00,7,2196.67,2181,55,6,United Kingdom,115,536,313.8099888392857,0.39179104477611937,1,3,4,4,11,Potential Loyal,0.4294362764389592
14007,2010-07-15 09:06:00,2010-07-15 09:06:00,1,79.479996,16,5,3,United Kingdom,512,0,79.47999572753906,1.0,1,1,1,1,3,Lost,0.42313952080808903
14008,2010-10-03 13:09:00,2010-10-03 13:09:00,1,509.04,326,32,7,United Kingdom,431,0,509.0400085449219,1.0,1,1,1,2,4,Lost,0.6082329670786181
14009,2011-05-25 15:47:00,2010-09-03 12:08:00,3,1099.91,951,71,5,United Kingdom,197,264,366.6366780598958,0.3409090909090909,1,2,3,3,8,At Risk,0.605035497139975
14010,2010-05-23 13:00:00,2010-05-23 12:46:00,2,437.65,175,18,7,United Kingdom,564,0,218.8249969482422,2.0,1,1,2,2,5,Lost,0.6852715971511075
14011,2010-08-16 15:31:00,2010-04-11 13:40:00,2,457.82,644,32,7,United Kingdom,479,127,228.91000366210938,0.47244094488188976,1,1,2,2,5,Lost,0.6588825616672103
14012,2011-03-07 12:26:00,2011-03-07 12:26:00,1,328.8,160,11,3,United Kingdom,277,0,328.79998779296875,1.0,1,2,1,2,5,Lost,0.44826098488309923
14013,2011-08-21 15:01:00,2010-03-26 10:02:00,5,1084.5701,775,56,8,United Kingdom,109,513,216.914013671875,0.29239766081871343,1,3,4,3,10,Potential Loyal,0.7325464525084858
14014,2011-09-23 13:18:00,2010-05-12 09:04:00,3,1948.21,2004,76,10,United Kingdom,76,499,649.4033203125,0.18036072144288579,1,3,3,4,10,Potential Loyal,0.7579875036209907
14015,2011-10-18 10:02:00,2011-10-18 10:02:00,1,917.33997,378,20,6,United Kingdom,52,0,917.3399658203125,1.0,1,4,1,3,8,Loyal,0.6769814137484933
14016,2011-07-01 11:29:00,2010-01-08 14:12:00,11,11303.41,5720,353,9,EIRE,161,538,1027.5827414772727,0.6133828996282528,0,3,5,5,13,Champions,0.7214278138062904
14017,2010-05-17 14:52:00,2010-05-17 14:52:00,1,229.75,73,14,3,United Kingdom,570,0,229.75,1.0,1,1,1,1,3,Lost,0.4313366463575312
14018,2010-03-04 14:23:00,2010-03-04 14:23:00,1,367.15,224,13,5,United Kingdom,644,0,367.1499938964844,1.0,1,1,1,2,4,Lost,0.666648306544518
14019,2011-10-24 10:13:00,2011-07-24 15:39:00,3,1421.61,1037,37,8,United Kingdom,46,91,473.8699951171875,0.989010989010989,1,4,3,4,11,Loyal,0.6154351088160307
14020,2011-11-23 09:22:00,2010-06-28 15:29:00,4,1249.01,648,63,8,United Kingdom,16,512,312.25250244140625,0.234375,1,5,3,4,12,Loyal,0.6900937506201503
14021,2011-07-07 15:46:00,2010-04-26 11:22:00,7,1716.58,878,84,8,United Kingdom,154,437,245.2257080078125,0.4805491990846682,1,3,4,4,11,Potential Loyal,0.68290495256194
14022,2011-04-28 14:39:00,2010-08-10 09:38:00,2,792.15,681,45,8,United Kingdom,224,261,396.07501220703125,0.2298850574712644,1,2,2,3,7,Lost,0.7378063066402959
14023,2011-12-02 13:58:00,2011-04-03 15:50:00,2,584.07,345,30,5,United Kingdom,6,242,292.0350036621094,0.24793388429752067,1,5,2,2,9,Loyal,0.46398742323179104
14024,2011-08-10 11:30:00,2010-11-14 10:51:00,3,645.74,238,33,8,United Kingdom,121,269,215.24666341145834,0.3345724907063197,1,3,3,3,9,Potential Loyal,0.6203980663728508
14025,2010-09-01 10:11:00,2010-05-05 09:56:00,8,4057.9,1914,60,8,United Kingdom,464,119,507.23748779296875,2.0168067226890756,1,1,4,5,10,At Risk,0.6852983353990555
14026,2010-08-26 10:31:00,2010-03-24 14:10:00,2,713.11,427,43,6,United Kingdom,470,154,356.55499267578125,0.3896103896103896,1,1,2,3,6,Lost,0.48813690874620863
14027,2011-10-10 09:01:00,2011-10-10 09:01:00,1,104.82,62,6,4,United Kingdom,60,0,104.81999969482422,1.0,1,3,1,1,5,Potential Loyal,0.5052566161747611
14028,2010-06-07 13:33:00,2010-06-07 12:02:00,3,10396.5,7170,3,1,United Kingdom,549,0,3465.5,3.0,1,1,3,5,9,At Risk,0.0
14029,2011-10-07 14:46:00,2011-07-18 16:57:00,2,467.66,198,15,5,United Kingdom,62,80,233.8300018310547,0.75,1,3,2,2,7,Potential Loyal,0.5829495489272337
14030,2011-11-21 16:48:00,2009-12-10 17:27:00,20,8262.29,4350,591,10,United Kingdom,17,710,413.114501953125,0.8450704225352113,1,5,5,5,15,Champions,0.8126475985509662
14031,2011-12-02 17:13:00,2009-12-03 15:35:00,44,40999.168,14507,280,9,United Kingdom,6,729,931.7992720170455,1.8106995884773662,1,5,5,5,15,Champions,0.5436828132661858
14032,2011-12-07 15:23:00,2009-12-14 12:02:00,16,4850.27,3916,79,9,United Kingdom,1,723,303.1418762207031,0.6639004149377593,1,5,5,5,15,Champions,0.8021653682066793
14033,2010-06-02 15:10:00,2010-06-02 15:10:00,1,109.44,576,1,1,United Kingdom,554,0,109.44000244140625,1.0,1,1,1,1,3,Lost,0.0
14034,2011-11-17 14:02:00,2011-07-05 13:06:00,3,651.82,423,82,9,United Kingdom,21,135,217.2733357747396,0.6666666666666666,1,4,3,3,10,Loyal,0.6497857150974207
14035,2011-11-11 10:03:00,2010-04-06 12:39:00,9,2856.72,1419,70,9,United Kingdom,28,583,317.413330078125,0.4631217838765008,1,4,5,4,13,Champions,0.6920010054256278
14036,2011-02-28 09:26:00,2011-02-28 09:26:00,1,626.65,268,38,6,United Kingdom,284,0,626.6500244140625,1.0,1,2,1,3,6,Lost,0.49470366406899907
14037,2011-06-16 13:57:00,2009-12-07 11:39:00,6,836.95,590,96,9,United Kingdom,175,556,139.49166870117188,0.3237410071942446,1,3,4,3,10,Potential Loyal,0.810002616377885
14038,2011-09-22 13:37:00,2010-02-04 08:56:00,5,3069.88,1708,99,7,United Kingdom,77,595,613.9759765625,0.25210084033613445,1,3,4,5,12,Potential Loyal,0.6354026733801956
14039,2011-11-06 13:48:00,2010-05-13 10:15:00,2,267.28,192,10,4,United Kingdom,32,542,133.63999938964844,0.11070110701107011,1,4,2,1,7,Loyal,0.4221190565290829
14040,2011-10-30 12:42:00,2009-12-01 12:14:00,35,12645.57,5044,335,9,United Kingdom,40,698,361.3020089285714,1.504297994269341,1,4,5,5,14,Champions,0.7242420561594128
14041,2011-03-18 13:25:00,2011-03-18 13:25:00,1,141.41,94,21,7,United Kingdom,265,0,141.41000366210938,1.0,1,2,1,1,4,Lost,0.615174932136798
14042,2009-12-14 15:07:00,2009-12-14 15:07:00,1,431.98,180,21,6,United Kingdom,724,0,431.9800109863281,1.0,1,1,1,2,4,Lost,0.6959776888561516
14043,2010-08-05 18:18:00,2009-12-10 15:56:00,2,304.25,153,37,7,United Kingdom,490,238,152.125,0.25210084033613445,1,1,2,2,5,Lost,0.7197436646132722
14044,2011-11-13 12:05:00,2010-01-24 15:14:00,10,3119.35,2125,532,9,United Kingdom,26,657,311.935009765625,0.4566210045662101,1,4,5,5,14,Champions,0.6677143844188049
14045,2011-08-22 15:27:00,2010-01-08 10:08:00,16,11313.03,4587,16,3,United Kingdom,108,591,707.0643920898438,0.8121827411167513,1,3,5,5,13,Champions,0.2569299677181411
14046,2011-02-28 14:48:00,2011-02-28 14:48:00,1,151.59,443,13,2,United Kingdom,283,0,151.58999633789062,1.0,1,2,1,1,4,Lost,0.2918016126347356
14047,2011-12-01 11:43:00,2010-02-01 10:05:00,14,4255.03,1649,91,10,United Kingdom,8,668,303.93069893973217,0.62874251497006,1,5,5,5,15,Champions,0.8014774200990622
14048,2011-02-07 14:53:00,2010-11-22 14:08:00,3,748.69,467,126,8,United Kingdom,304,77,249.5633341471354,1.1688311688311688,1,2,3,3,8,At Risk,0.7901760676393725
14049,2011-11-23 12:20:00,2010-04-01 14:52:00,13,13239.03,8609,573,10,United Kingdom,16,600,1018.3869441105769,0.65,1,5,5,5,15,Champions,0.7620771993049982
14050,2011-11-08 10:00:00,2011-08-25 13:46:00,2,746.36,689,49,8,United Kingdom,31,74,373.17999267578125,0.8108108108108107,1,4,2,3,9,Loyal,0.6990457635804858
14051,2011-12-09 10:20:00,2009-12-03 11:53:00,37,22434.0,5947,82,5,United Kingdom,0,735,606.3243243243244,1.510204081632653,1,5,5,5,15,Champions,0.48730130880823785
14052,2011-11-20 12:30:00,2010-11-14 11:37:00,2,480.81,187,115,10,United Kingdom,19,371,240.40499877929688,0.16172506738544473,1,4,2,2,8,Loyal,0.9073541992330386
14053,2011-08-07 14:27:00,2010-08-10 11:02:00,4,572.3,490,3,2,United Kingdom,123,362,143.0749969482422,0.3314917127071823,1,3,3,2,8,Potential Loyal,0.13322716572972793
14054,2011-10-05 15:49:00,2011-10-05 15:49:00,1,92.46,62,6,2,United Kingdom,64,0,92.45999908447266,1.0,1,3,1,1,5,Potential Loyal,0.2133807996696662
14055,2011-08-25 15:04:00,2009-12-16 15:11:00,3,1520.96,720,33,7,United Kingdom,105,616,506.9866536458333,0.1461038961038961,1,3,3,4,10,Potential Loyal,0.7537524726450578
14056,2011-12-08 13:36:00,2011-02-28 15:19:00,23,8214.65,4273,320,10,United Kingdom,0,282,357.15871263586956,2.4468085106382977,1,5,5,5,15,Champions,0.7794438749093084
14057,2011-11-16 10:32:00,2009-12-03 13:17:00,22,8408.84,6485,244,9,United Kingdom,23,712,382.21999289772725,0.9269662921348314,1,4,5,5,14,Champions,0.6988309202235002
14058,2010-09-03 09:31:00,2010-06-27 11:29:00,2,469.19,211,23,6,United Kingdom,462,67,234.59500122070312,0.8955223880597015,1,1,2,2,5,Lost,0.7051791862676742
14059,2011-03-18 10:06:00,2011-03-18 10:06:00,1,183.6,128,8,3,United Kingdom,266,0,183.60000610351562,1.0,1,2,1,1,4,Lost,0.3788954076201393
14060,2011-12-05 12:29:00,2010-03-11 09:47:00,30,9519.08,8119,100,9,United Kingdom,4,634,317.30266927083335,1.4195583596214512,1,5,5,5,15,Champions,0.7665261085658528
14061,2010-07-20 17:22:00,2009-12-01 18:03:00,3,917.43,133,17,4,United Kingdom,506,230,305.80999755859375,0.3913043478260869,1,1,3,3,7,At Risk,0.20615183381357757
14062,2011-11-30 10:04:00,2009-12-10 14:28:00,24,25604.2,12799,141,10,United Kingdom,9,719,1066.8416341145833,1.0013908205841446,1,5,5,5,15,Champions,0.636257859356584
14063,2010-01-22 11:28:00,2009-12-08 13:46:00,7,9471.5,3848,29,7,United Kingdom,686,44,1353.0714285714287,4.772727272727273,1,1,4,5,10,At Risk,0.7888775434951126
14064,2011-11-10 13:14:00,2010-01-21 13:22:00,15,3332.42,3977,131,9,United Kingdom,28,657,222.161328125,0.6849315068493151,1,4,5,5,14,Champions,0.6271928270150562
14065,2010-11-15 16:13:00,2010-10-04 12:03:00,3,891.02,582,42,6,United Kingdom,388,42,297.0066731770833,2.142857142857143,1,2,3,3,8,At Risk,0.565100246651393
14066,2011-03-18 12:21:00,2011-03-18 12:21:00,1,152.54999,45,7,3,United Kingdom,266,0,152.54998779296875,1.0,1,2,1,1,4,Lost,0.2726089294623839
14067,2011-10-07 10:21:00,2011-09-04 12:00:00,2,374.7,361,51,9,United Kingdom,63,32,187.35000610351562,1.875,1,3,2,2,7,Potential Loyal,0.7732181699149515
