StockCode,Description,Degree,PageRank,BetweennessCentrality,Community
21770,OPEN CLOSED METAL SIGN,159,0.000616,0.0,2
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,121,0.000614,0.000645,0
21164,HOME SWEET HOME METAL SIGN ,143,0.000614,0.0,2
22196,SMALL HEART MEASURING SPOONS,123,0.000613,0.000645,1
22748,POPPY'S PLAYHOUSE KITCHEN,131,0.000612,0.0,1
22131,FOOD CONTAINER SET 3 LOVE HEART ,112,0.000608,0.000994,1
21704,BAG 250g SWIRLY MARBLES,134,0.000607,0.0,1
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,181,0.000607,0.0,1
21888,BINGO SET,144,0.000607,0.0,1
85014A,BLACK/BLUE POLKADOT UMBRELLA,157,0.000606,0.0,2
22847,BREAD BIN DINER STYLE IVORY,141,0.000604,0.052804,2
85135B,BLUE DRAGONFLY HELICOPTER,3,0.000604,1e-06,33
22037,ROBOT BIRTHDAY CARD,112,0.000602,0.0,1
21745,GAOLERS KEYS DECORATIVE GARDEN ,131,0.000602,0.0,0
16237,SLEEPING CAT ERASERS,71,0.000602,0.00129,1
84839,SWEETHEART KEY CABINET,113,0.000601,0.0,0
23300,GARDENERS KNEELING PAD CUP OF TEA ,144,0.0006,0.0,0
22636,CHILDS BREAKFAST SET CIRCUS PARADE,133,0.0006,0.0,1
20983,12 PENCILS TALL TUBE RED RETROSPOT,157,0.000598,0.072651,1
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,126,0.000596,0.0,1
22593,CHRISTMAS GINGHAM STAR,79,0.000596,0.0,0
22549,PICTURE DOMINOES,130,0.000595,0.0,1
22557,PLASTERS IN TIN VINTAGE PAISLEY ,169,0.000594,0.0,1
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,100,0.000593,0.0,0
22627,MINT KITCHEN SCALES,165,0.000593,0.095007,2
21668,RED STRIPE CERAMIC DRAWER KNOB,140,0.000591,0.000645,2
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,140,0.000591,0.0,1
22940,FELTCRAFT CHRISTMAS FAIRY,102,0.00059,0.0,0
21500,PINK POLKADOT WRAP ,128,0.000589,0.0,1
21933,PINK VINTAGE PAISLEY PICNIC BAG,114,0.000589,0.0,1
21121,SET/10 RED POLKADOT PARTY CANDLES,128,0.000589,0.021582,1
23311,VINTAGE CHRISTMAS STOCKING ,83,0.000588,0.0,0
21122,SET/10 PINK POLKADOT PARTY CANDLES,113,0.000587,0.001289,1
22121,NOEL WOODEN BLOCK LETTERS ,92,0.000586,0.0,0
21922,UNION STRIPE WITH FRINGE  HAMMOCK,106,0.000585,0.0,9
48188,DOORMAT WELCOME PUPPIES,172,0.000585,0.0,2
21907,I'M ON HOLIDAY METAL SIGN,140,0.000583,0.0,2
22380,TOY TIDY SPACEBOY  ,140,0.000581,0.0,1
22301,COFFEE MUG CAT + BIRD DESIGN,132,0.00058,0.0,8
23343,JUMBO BAG VINTAGE CHRISTMAS ,96,0.00058,0.0,0
22804,CANDLEHOLDER PINK HANGING HEART,157,0.00058,0.0,0
22156,HEART DECORATION WITH PEARLS ,84,0.000578,0.0,0
21671,RED SPOT CERAMIC DRAWER KNOB,144,0.000577,0.000644,2
22327,ROUND SNACK BOXES SET OF 4 SKULLS,111,0.000576,0.0,1
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,66,0.000575,0.00129,2
47590A,BLUE HAPPY BIRTHDAY BUNTING,174,0.000575,0.000479,1
37370,RETRO COFFEE MUGS ASSORTED,93,0.000572,0.0,2
22649,STRAWBERRY FAIRY CAKE TEAPOT,114,0.000572,0.0,1
22998,TRAVEL CARD WALLET KEEP CALM,90,0.000572,3e-05,2
37449,CERAMIC CAKE STAND + HANGING CAKES,120,0.000571,0.0,1
23354,6 GIFT TAGS 50'S CHRISTMAS ,58,0.000569,0.0,0
21507,"ELEPHANT, BIRTHDAY CARD, ",98,0.000568,0.0,1
21169,YOU'RE CONFUSING ME METAL SIGN ,134,0.000568,0.0,2
22508,DOORSTOP RETROSPOT HEART,147,0.000568,0.0,0
22130,PARTY CONE CHRISTMAS DECORATION ,92,0.000568,0.0,0
21165,BEWARE OF THE CAT METAL SIGN ,123,0.000568,0.000645,2
20711,JUMBO BAG TOYS ,162,0.000567,0.0,1
22188,BLACK HEART CARD HOLDER,145,0.000565,0.0,0
21932,SCANDINAVIAN PAISLEY PICNIC BAG,110,0.000565,0.0,1
85049E,SCANDINAVIAN REDS RIBBONS,121,0.000565,0.0,0
21624,VINTAGE UNION JACK DOORSTOP,100,0.000564,0.0,2
21390,FILIGRIS HEART WITH BUTTERFLY,99,0.000564,0.000645,0
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,126,0.000563,0.0,2
20982,12 PENCILS TALL TUBE SKULLS,121,0.000563,0.0,1
21980,PACK OF 12 RED RETROSPOT TISSUES ,133,0.000561,0.0,1
84375,SET OF 20 KIDS COOKIE CUTTERS,133,0.00056,0.004012,1
22840,ROUND CAKE TIN VINTAGE RED,115,0.00056,0.0,2
22634,CHILDS BREAKFAST SET SPACEBOY ,119,0.000559,0.0,1
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,119,0.000559,0.0,0
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,104,0.000558,0.0,1
23041,PAPER LANTERN 9 POINT SNOW STAR,5,0.000556,0.004511,16
22945,CHRISTMAS METAL TAGS ASSORTED ,79,0.000556,0.0,0
21326,AGED GLASS SILVER T-LIGHT HOLDER,139,0.000555,0.0,0
22654,DELUXE SEWING KIT ,111,0.000555,0.0,1
22795,SWEETHEART RECIPE BOOK STAND,124,0.000554,0.0,0
82551,LAUNDRY 15C METAL SIGN,116,0.000553,0.0,0
22610,PENS ASSORTED FUNNY FACE,53,0.000552,0.003222,1
21239,PINK  SPOTTY CUP,109,0.000552,0.0,1
22073,RED RETROSPOT STORAGE JAR,108,0.000552,0.0,1
22072,RED RETROSPOT TEA CUP AND SAUCER ,118,0.000549,0.0,1
22432,WATERING CAN PINK BUNNY,102,0.000546,0.0,1
21544,SKULLS  WATER TRANSFER TATTOOS ,93,0.000546,0.0,1
22109,FULL ENGLISH BREAKFAST PLATE,107,0.000545,0.0,2
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,74,0.000545,0.0,3
79323W, WHITE CHERRY LIGHTS,79,0.000543,0.003219,2
22631,CIRCUS PARADE LUNCH BOX ,108,0.000542,0.0,1
21756,BATH BUILDING BLOCK WORD,138,0.000542,0.0,0
84270,ASSTD DESIGN BUBBLE GUM RING,114,0.000542,0.0,1
21912,VINTAGE SNAKES & LADDERS,121,0.000541,0.0,1
22331,WOODLAND PARTY BAG + STICKER SET,83,0.000541,0.0,1
21844,RED RETROSPOT MUG,116,0.000541,0.0,1
23204,CHARLOTTE BAG APPLES DESIGN,102,0.000541,0.0,1
21240,BLUE  SPOTTY CUP,112,0.000539,0.0,1
23108,SET OF 10 LED DOLLY LIGHTS,98,0.000538,0.0,0
22366,DOORMAT AIRMAIL ,134,0.000537,0.0,2
22729,ALARM CLOCK BAKELIKE ORANGE,116,0.000536,0.000645,2
22227,HANGING HEART MIRROR DECORATION ,77,0.000535,0.000645,0
21846,PINK DIAMANTE PEN IN GIFT BOX,4,0.000534,1e-06,31
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,154,0.000534,0.0,0
21700,BIG DOUGHNUT FRIDGE MAGNETS,91,0.000534,0.000645,1
23234,BISCUIT TIN VINTAGE CHRISTMAS,60,0.000532,0.0,0
22637,PIGGY BANK RETROSPOT ,122,0.000532,0.0,1
23351,ROLL WRAP 50'S CHRISTMAS,57,0.000531,0.0,0
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,101,0.000531,0.0,1
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,113,0.00053,0.0,1
21918,SET 12 KIDS COLOUR  CHALK STICKS,114,0.00053,0.0,1
22988,SOLDIERS EGG CUP ,93,0.00053,0.000644,2
48173C,DOORMAT BLACK FLOCK ,128,0.00053,0.001492,2
21892,TRADITIONAL WOODEN CATCH CUP GAME ,127,0.000529,0.008137,1
21891,TRADITIONAL WOODEN SKIPPING ROPE,124,0.000528,0.0,1
21829,DINOSAUR KEYRINGS ASSORTED,83,0.000526,0.0,1
20969,RED FLORAL FELTCRAFT SHOULDER BAG,93,0.000525,0.0,1
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,77,0.000525,0.0,0
22530,MAGIC DRAWING SLATE DOLLY GIRL ,71,0.000524,0.0,1
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,3,0.000523,1e-06,34
23236,STORAGE TIN VINTAGE DOILY ,69,0.000522,0.0,2
22812,PACK 3 BOXES CHRISTMAS PANNETONE,77,0.000522,0.0,0
22198,LARGE POPCORN HOLDER ,126,0.000521,0.0,1
23295,SET OF 12 MINI LOAF BAKING CASES,83,0.000521,0.0,0
22692,DOORMAT WELCOME TO OUR HOME,136,0.000521,0.0,2
21746,SMALL RED RETROSPOT WINDMILL,115,0.00052,0.000645,1
23503,PLAYING CARDS KEEP CALM & CARRY ON,68,0.000514,0.000645,0
22844,VINTAGE CREAM DOG FOOD CONTAINER,106,0.000514,0.0,2
23480,MINI LIGHTS WOODLAND MUSHROOMS,50,0.000512,0.002579,0
22212,FOUR HOOK  WHITE LOVEBIRDS,128,0.000511,0.0,0
22195,LARGE HEART MEASURING SPOONS,105,0.00051,0.000297,1
85169A,IVORY LOVE BIRD CANDLE,5,0.00051,0.00258,22
23564,EGG CUP MILKMAID INGRID,3,0.000509,0.0,59
22567,20 DOLLY PEGS RETROSPOT,113,0.000509,0.0,1
21781,MA CAMPAGNE CUTLERY BOX,92,0.000509,0.0,0
21380,WOODEN HAPPY BIRTHDAY GARLAND,123,0.000507,0.0,1
22236,CAKE STAND 3 TIER MAGIC GARDEN,115,0.000507,0.0,1
22623,BOX OF VINTAGE JIGSAW BLOCKS ,107,0.000506,0.014489,1
22300,COFFEE MUG DOG + BALL DESIGN,97,0.000504,0.0,8
21078,SET/20 STRAWBERRY PAPER NAPKINS ,110,0.000504,0.0,1
21071,VINTAGE BILLBOARD DRINK ME MUG,63,0.000504,0.0,2
22358,KINGS CHOICE TEA CADDY ,94,0.000503,0.0,2
21900,"KEY FOB , SHED",112,0.000503,0.0,0
23439,HAND WARMER RED LOVE HEART,76,0.000503,0.0,0
22023,EMPIRE BIRTHDAY CARD,65,0.000502,0.0,1
20682,RED RETROSPOT CHILDRENS UMBRELLA,109,0.000502,0.0,1
21989,PACK OF 20 SKULL PAPER NAPKINS,80,0.0005,0.0,1
22588,CARD HOLDER GINGHAM HEART,88,0.000499,0.0,0
22571,ROCKING HORSE RED CHRISTMAS ,63,0.000499,0.0,0
21363,HOME SMALL WOOD LETTERS,89,0.000497,0.0,0
22635,CHILDS BREAKFAST SET DOLLY GIRL ,96,0.000497,0.0,1
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,86,0.000496,0.0,7
22904,CALENDAR PAPER CUT DESIGN,85,0.000495,0.000645,2
22186,RED STAR CARD HOLDER,60,0.000494,0.0,0
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,58,0.000493,0.00129,0
20979,36 PENCILS TUBE RED RETROSPOT,120,0.000493,0.0,1
23256,CHILDRENS CUTLERY SPACEBOY ,72,0.000493,0.0,1
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,56,0.000493,0.0,0
22898,CHILDRENS APRON APPLES DESIGN,99,0.000493,0.0,1
23296,SET OF 6 TEA TIME BAKING CASES,74,0.000491,0.0,2
21874,GIN AND TONIC MUG,78,0.00049,0.0,2
21137,BLACK RECORD COVER FRAME,163,0.00049,0.023288,2
22028,PENNY FARTHING BIRTHDAY CARD,78,0.000489,0.0,1
22101,MIRROR MOSAIC VOTIVE HOLDER,3,0.000488,1e-06,34
21135,VICTORIAN  METAL POSTCARD SPRING,96,0.000488,0.0,0
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,50,0.000488,0.0,0
23541,WALL ART CLASSIC PUDDINGS ,25,0.000488,0.00129,0
23231,WRAP DOILEY DESIGN,77,0.000487,0.0,1
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,116,0.000487,0.0,2
22059,CERAMIC STRAWBERRY DESIGN MUG,94,0.000486,0.0,1
23422,PANTRY HOOK BALLOON WHISK ,2,0.000486,0.0,91
84926E,FLOWERS TILE COASTER,2,0.000486,0.0,89
21719,LOVELY BONBON STICKER SHEET,2,0.000486,0.0,84
85019B,BLOSSOM  IMAGES NOTEBOOK SET,2,0.000486,0.0,79
21365,MIRRORED WALL ART STARS,2,0.000486,0.0,72
20774,GREEN FERN NOTEBOOK,2,0.000486,0.0,61
21864,UNION JACK FLAG PASSPORT COVER ,44,0.000486,0.003218,2
23397,FOOT STOOL HOME SWEET HOME ,36,0.000485,0.001934,0
22575,METAL MERRY CHRISTMAS WREATH,64,0.000485,0.0,0
23200,JUMBO BAG PEARS,98,0.000485,0.0,1
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,113,0.000485,0.0,1
22663,JUMBO BAG DOLLY GIRL DESIGN,102,0.000485,0.0,1
47567B,TEA TIME KITCHEN APRON,76,0.000483,0.0,1
46000S,POLYESTER FILLER PAD 40x40cm,80,0.000483,0.0,0
22544,MINI JIGSAW SPACEBOY,57,0.000483,0.0,1
22983,CARD BILLBOARD FONT,67,0.000483,0.0,1
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,3,0.000483,1e-06,38
22365,DOORMAT RESPECTABLE HOUSE,84,0.000483,0.0,2
48129,DOORMAT TOPIARY,123,0.000482,0.0,2
22079,RIBBON REEL HEARTS DESIGN ,96,0.000481,0.0,0
23349,ROLL WRAP VINTAGE CHRISTMAS,48,0.000479,0.0,0
21810,CHRISTMAS HANGING STAR WITH BELL,34,0.000478,0.000645,0
22180,RETROSPOT LAMP,121,0.000477,0.0,1
23012,GLASS APOTHECARY BOTTLE PERFUME,37,0.000476,0.001935,4
22600,CHRISTMAS RETROSPOT STAR WOOD,66,0.000475,0.0,0
22284,HEN HOUSE DECORATION,47,0.000474,0.001289,3
22286,"DECORATION , WOBBLY RABBIT , METAL ",24,0.000474,0.0,3
21154,RED RETROSPOT OVEN GLOVE ,112,0.000474,0.0,1
22433,WATERING CAN GREEN DINOSAUR,82,0.000473,0.0,1
22834,HAND WARMER BABUSHKA DESIGN,88,0.000473,0.0,0
22644,CERAMIC CHERRY CAKE MONEY BANK,90,0.000472,0.0,1
79323P,PINK CHERRY LIGHTS,62,0.000471,0.0,2
22026,BANQUET BIRTHDAY  CARD  ,46,0.000471,0.0,1
84689,S/2 BEACH HUT TREASURE CHESTS,5,0.000471,0.0,25
82578,KITCHEN METAL SIGN,94,0.00047,0.0,2
21504,SKULLS GREETING CARD,56,0.00047,0.0,1
21935,SUKI  SHOULDER BAG,95,0.000469,0.0,1
90161B,ANT COPPER TURQ BOUDICCA BRACELET,3,0.000469,1e-06,23
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,83,0.000467,0.0,2
21114,LAVENDER SCENTED FABRIC HEART,105,0.000466,0.0,0
23230,WRAP ALPHABET DESIGN,59,0.000466,0.0,1
23320,GIANT 50'S CHRISTMAS CRACKER,56,0.000466,0.0,0
23263,SET OF 3 WOODEN HEART DECORATIONS,58,0.000465,0.0,0
47568,ENGLISH ROSE DESIGN PEG BAG,101,0.000465,0.0,1
22908,PACK OF 20 NAPKINS RED APPLES,69,0.000464,0.00129,1
22784,LANTERN CREAM GAZEBO ,90,0.000462,0.0,0
22959,WRAP CHRISTMAS VILLAGE,58,0.00046,0.0,0
23399,HOME SWEET HOME HANGING HEART,31,0.000459,0.0,0
21679,SKULLS  STICKERS,54,0.000458,0.0,1
84596F,SMALL MARSHMALLOWS PINK BOWL,57,0.000458,0.000644,2
22148,EASTER CRAFT 4 CHICKS ,57,0.000458,0.0,1
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,64,0.000456,0.000645,0
22874,NUMBER TILE COTTAGE GARDEN 6,4,0.000455,2e-06,14
22251,BIRDHOUSE DECORATION MAGIC GARDEN,34,0.000454,0.000645,3
22601,CHRISTMAS RETROSPOT ANGEL WOOD,59,0.000454,0.0,0
20717,STRAWBERRY SHOPPER BAG,103,0.000453,0.0,1
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,105,0.000453,0.0,1
85174,S/4 CACTI CANDLES,51,0.000453,0.0,2
84685,BEACH HUT KEY CABINET,6,0.000452,0.003223,25
22690,DOORMAT HOME SWEET HOME BLUE ,106,0.000451,0.0,2
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,72,0.00045,0.00129,6
22468,BABUSHKA LIGHTS STRING OF 10,91,0.000449,0.0,1
21577,SAVE THE PLANET COTTON TOTE BAG,64,0.000449,0.001289,1
20675,BLUE POLKADOT BOWL,82,0.000449,0.0,1
22563,HAPPY STENCIL CRAFT,68,0.000448,0.0,1
21242,RED RETROSPOT PLATE ,85,0.000447,0.0,1
22573,STAR WOODEN CHRISTMAS DECORATION,51,0.000447,0.0,0
22329,ROUND CONTAINER SET OF 5 RETROSPOT,89,0.000445,0.0,1
22746,POPPY'S PLAYHOUSE LIVINGROOM ,77,0.000443,0.0,1
23173,REGENCY TEAPOT ROSES ,67,0.000443,0.0,2
85065,CREAM SWEETHEART TRAYS,75,0.000443,0.0,0
22335,HEART DECORATION PAINTED ZINC ,53,0.000443,0.000645,0
22249,DECORATION WHITE CHICK MAGIC GARDEN,30,0.000442,0.0,3
37450,CERAMIC CAKE BOWL + HANGING CAKES,78,0.00044,0.0,1
23103,JINGLE BELL HEART DECORATION,51,0.00044,0.0,0
22584,PACK OF 6 PANNETONE GIFT BOXES,116,0.000439,0.0,0
84510A,SET OF 4 ENGLISH ROSE COASTERS,72,0.000439,0.000645,1
21982,PACK OF 12 SUKI TISSUES ,84,0.000438,0.0,1
23215,JINGLE BELL HEART ANTIQUE SILVER,45,0.000437,0.0,0
22716,CARD CIRCUS PARADE,62,0.000437,0.0,1
22283,6 EGG HOUSE PAINTED WOOD,77,0.000435,0.0,0
22228,BUNNY WOODEN PAINTED WITH BIRD ,19,0.000435,0.00129,3
22179,SET 10 LIGHTS NIGHT OWL,99,0.000434,0.0,1
17003,BROCADE RING PURSE ,76,0.000434,0.000467,1
21934,SKULL SHOULDER BAG,75,0.000433,0.0,1
85136C,RED SHARK HELICOPTER,2,0.000431,1e-06,33
23110,PARISIENNE KEY CABINET ,60,0.000431,0.0,0
21332,MOROCCAN BEATEN METAL MIRROR,3,0.00043,0.00129,75
22670,FRENCH WC SIGN BLUE METAL,67,0.00043,0.0,2
20981,12 PENCILS TALL TUBE WOODLAND,89,0.000429,0.0,1
20829,GLITTER HANGING BUTTERFLY STRING,75,0.000428,0.000645,6
22738,RIBBON REEL SNOWY VILLAGE,51,0.000427,0.0,0
35004C,SET OF 3 COLOURED  FLYING DUCKS,58,0.000427,0.000645,2
23222,CHRISTMAS TREE HANGING GOLD,5,0.000426,0.000646,27
22065,CHRISTMAS PUDDING TRINKET POT ,61,0.000426,0.000645,0
35961,FOLKART ZINC HEART CHRISTMAS DEC,60,0.000425,0.0,0
20767,BLUE PAISLEY JOURNAL ,11,0.000425,0.000643,5
21558,SKULL LUNCH BOX WITH CUTLERY ,90,0.000425,0.0,1
22979,PANTRY WASHING UP BRUSH,56,0.000425,0.0,2
21890,S/6 WOODEN SKITTLES IN COTTON BAG,71,0.000424,0.0,1
22996,TRAVEL CARD WALLET VINTAGE TICKET,47,0.000423,0.001258,2
22768,FAMILY PHOTO FRAME CORNICE,85,0.000421,0.0,0
23254,CHILDRENS CUTLERY DOLLY GIRL ,57,0.000421,0.0,1
22841,ROUND CAKE TIN VINTAGE GREEN,77,0.000421,0.0,2
22364,GLASS JAR DIGESTIVE BISCUITS,39,0.00042,0.0,4
85162C,WHITE RETRODISC LAMPSHADE,22,0.00042,0.00129,3
22871,NUMBER TILE COTTAGE GARDEN 3 ,4,0.00042,5e-06,14
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,51,0.00042,0.0,1
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,74,0.000419,0.0,0
23393,HOME SWEET HOME CUSHION COVER ,33,0.000419,0.000645,0
21258,VICTORIAN SEWING BOX LARGE,103,0.000419,0.0,0
21124,SET/10 BLUE SPOTTY PARTY CANDLES,73,0.000418,0.0,1
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,65,0.000418,0.000645,1
20865,PATCHWORK PENCIL CASE BUTTERFLY ,3,0.000416,0.0,45
20755,BLUE PAISLEY POCKET BOOK,4,0.000416,0.00129,5
23312,VINTAGE CHRISTMAS GIFT SACK,42,0.000416,0.0,0
22539,MINI JIGSAW DOLLY GIRL,31,0.000416,0.000645,1
21730,GLASS STAR FROSTED T-LIGHT HOLDER,57,0.000415,0.0,0
21866,UNION JACK FLAG LUGGAGE TAG,27,0.000415,0.002576,2
23389,SPACEBOY MINI BACKPACK,33,0.000415,0.00129,1
20772,GARDEN PATH JOURNAL,10,0.000415,0.002571,5
22088,PAPER BUNTING COLOURED LACE,89,0.000415,0.0,1
22668,PINK BABY BUNTING,117,0.000415,0.0,1
23427,STOOL HOME SWEET HOME ,27,0.000415,0.001289,0
22845,VINTAGE CREAM CAT FOOD CONTAINER,71,0.000414,0.0,2
22520,CHILDS GARDEN TROWEL BLUE ,43,0.000414,0.0,9
22485,SET OF 2 WOODEN MARKET CRATES,104,0.000414,0.0,0
22791,T-LIGHT GLASS FLUTED ANTIQUE,77,0.000414,0.0,0
22430,ENAMEL WATERING CAN CREAM,81,0.000414,0.0,0
22080,RIBBON REEL SPOTS DESIGN ,78,0.000414,0.0,0
23247,BISCUIT TIN 50'S CHRISTMAS,48,0.000414,0.0,0
21403,BLUE EGG  SPOON,7,0.000413,0.0,11
22115,METAL SIGN EMPIRE TEA,65,0.000413,0.0,2
20770,ABSTRACT CIRCLE JOURNAL ,9,0.000412,0.003222,5
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,34,0.000412,0.000645,2
84792,ENCHANTED BIRD COATHANGER 5 HOOK,88,0.000412,0.0,0
22606,WOODEN SKITTLES GARDEN SET,94,0.000411,0.0,1
22951,60 CAKE CASES DOLLY GIRL DESIGN,61,0.000411,0.0,1
23170,REGENCY TEA PLATE ROSES ,55,0.000411,0.0,2
20854,BLUE PATCH PURSE PINK HEART,3,0.00041,0.0,49
22302,COFFEE MUG PEARS  DESIGN,84,0.00041,0.0,1
22751,FELTCRAFT PRINCESS OLIVIA DOLL,64,0.00041,0.0,1
22704,WRAP RED APPLES ,63,0.000409,0.0,1
16161U,WRAP SUKI AND FRIENDS,63,0.000409,0.0,1
84909A,PINK PAISLEY QUILT ,5,0.000409,0.002579,15
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,98,0.000408,0.0,0
84971S,SMALL HEART FLOWERS HOOK ,71,0.000408,0.0,0
22846,BREAD BIN DINER STYLE RED ,73,0.000408,0.0,2
21833,CAMOUFLAGE LED TORCH,81,0.000408,0.0,1
10002,INFLATABLE POLITICAL GLOBE ,85,0.000407,0.0,1
22437,SET OF 9 BLACK SKULL BALLOONS,63,0.000407,0.0,1
22276,WASH BAG VINTAGE ROSE PAISLEY,55,0.000406,0.0,1
21042,RED RETROSPOT APRON ,75,0.000406,0.0,1
23169,CLASSIC GLASS COOKIE JAR,55,0.000406,0.0,0
20856,DENIM PATCH PURSE PINK BUTTERFLY,3,0.000405,0.0,49
21098,CHRISTMAS TOILET ROLL,72,0.000405,0.0,0
22970,LONDON BUS COFFEE MUG,52,0.000405,0.0,1
20863,BLUE PATCH PENCIL CASE PINK HEART,3,0.000404,0.0,45
22357,KINGS CHOICE BISCUIT TIN,74,0.000404,0.0,2
20828,GLITTER BUTTERFLY CLIPS,91,0.000404,0.0,1
22041,"RECORD FRAME 7"" SINGLE SIZE ",82,0.000403,0.0,2
21642,ASSORTED TUTTI FRUTTI PEN,12,0.000403,0.000645,5
20992,JAZZ HEARTS PURSE NOTEBOOK,54,0.000402,0.0,1
22444,GROW YOUR OWN PLANT IN A CAN ,95,0.000402,0.0,1
23581,JUMBO BAG PAISLEY PARK,71,0.000402,0.0,0
23294,SET OF 6 SNACK LOAF BAKING CASES,60,0.000402,0.0,2
22161,HEART DECORATION RUSTIC HANGING ,27,0.000401,0.000645,0
20765,CHRYSANTHEMUM SKETCHBOOK ,11,0.000401,0.001286,5
22536,MAGIC DRAWING SLATE PURDEY,44,0.000401,0.0,1
35598D,PINK/WHITE CHRISTMAS TREE 60CM,2,0.000401,0.000645,43
79029,GLASS HONEYPOT WASP CATCHER,68,0.0004,0.000645,0
23118,PARISIENNE JEWELLERY DRAWER ,54,0.0004,0.0,0
72802C,VANILLA SCENT CANDLE JEWELLED BOX,40,0.0004,0.001933,0
22466,FAIRY TALE COTTAGE NIGHTLIGHT,72,0.000399,0.0,1
85064,CREAM SWEETHEART LETTER RACK,59,0.000399,0.0,0
22215,CAKE STAND WHITE TWO TIER LACE,74,0.000398,0.0,1
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,46,0.000398,0.0,2
48116,DOORMAT MULTICOLOUR STRIPE,79,0.000397,0.0,2
21354,TOAST ITS - BEST MUM,42,0.000397,0.0,2
21179,NO JUNK MAIL METAL SIGN,47,0.000396,0.0,2
82599,FANNY'S REST STOPMETAL SIGN,58,0.000395,0.0,2
21807,WHITE CHRISTMAS STAR DECORATION,26,0.000394,0.0,0
23126,FELTCRAFT GIRL AMELIE KIT,53,0.000394,0.0,1
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,5,0.000393,0.001935,55
20764,ABSTRACT CIRCLES SKETCHBOOK ,9,0.000392,1e-06,5
22737,RIBBON REEL CHRISTMAS PRESENT ,49,0.000392,0.0,0
22580,ADVENT CALENDAR GINGHAM SACK,60,0.000391,0.0,0
22332,SKULLS PARTY BAG + STICKER SET,51,0.000391,0.0,1
22676,FRENCH BLUE METAL DOOR SIGN 1,44,0.000391,0.0,2
23005,TRAVEL CARD WALLET I LOVE LONDON,25,0.00039,0.0,2
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,51,0.00039,0.0,1
22767,TRIPLE PHOTO FRAME CORNICE ,62,0.00039,0.0,0
23032,DRAWER KNOB CRACKLE GLAZE IVORY,39,0.00039,0.0,2
22412,METAL SIGN NEIGHBOURHOOD WITCH ,53,0.00039,0.0,2
22639,SET OF 4 NAPKIN CHARMS HEARTS,29,0.00039,0.00129,0
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,41,0.000389,0.0,0
84968A,SET OF 16 VINTAGE ROSE CUTLERY,16,0.000389,0.001636,12
22293,HANGING CHICK GREEN DECORATION,26,0.000388,0.0,3
22318,FIVE HEART HANGING DECORATION,66,0.000388,0.0,1
90160D,PINK BOUDICCA LARGE BRACELET,2,0.000388,1e-06,23
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,43,0.000388,0.0,2
21903,MAN FLU METAL SIGN,41,0.000388,0.0,2
21725,SWEETIES  STICKERS,5,0.000387,0.001935,29
21534,DAIRY MAID LARGE MILK JUG,53,0.000387,0.001289,13
22224,WHITE LOVEBIRD LANTERN,70,0.000386,0.0,0
23188,VINTAGE  2 METER FOLDING RULER,53,0.000386,0.0,0
21988,PACK OF 6 SKULL PAPER PLATES,52,0.000386,0.0,1
20659,ECONOMY LUGGAGE TAG,6,0.000385,0.001289,2
22021,BLUE FELT EASTER EGG BASKET,34,0.000385,0.0,3
15056P,EDWARDIAN PARASOL PINK,75,0.000385,0.0,2
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,4,0.000384,0.0,32
23583,LUNCH BAG PAISLEY PARK  ,62,0.000384,0.0,0
