StockCode,Description,Category,TotalRevenue,TotalQty,NumInvoices,NumCustomers,AvgPrice,MaxPrice,RevenueRank,IsSingleCustomerProduct
22807,SET OF 6 T-LIGHTS TOADSTOOLS,Lighting,3364.84,1232,183,125,2.8466496,5.79,1120,0
21717,EASTER TIN BUCKET,Kitchen,3363.5999,1408,143,122,2.5065515,2.55,1121,0
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",Kitchen,3362.5698,181,24,23,23.527502,24.95,1122,0
22047,EMPIRE GIFT WRAP,Cards/Gift,3361.5,8275,260,211,0.41793892,0.42,1123,0
23294,SET OF 6 SNACK LOAF BAKING CASES,Kitchen,3360.18,4292,291,214,0.8249006,0.83,1124,0
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,Kitchen,3356.44,5562,509,256,0.70125943,1.25,1125,0
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,Christmas,3349.01,6789,460,347,0.5921328,1.63,1126,0
22478,BIRDHOUSE GARDEN MARKER ,Home Decor,3348.1,2546,216,176,1.25211,1.48,1127,0
23552,BICYCLE PUNCTURE REPAIR KIT ,Home Decor,3338.7998,1731,103,93,2.0623424,2.08,1128,0
22589,CARDHOLDER GINGHAM STAR,Cards/Gift,3337.64,1280,197,170,2.715981,4.96,1129,0
47505,MINATURE COLOURED GARDENING SET,Home Decor,3336.65,717,160,129,4.8490796,4.95,1130,0
23571,TRADITIONAL NAUGHTS & CROSSES,Home Decor,3330.5999,2036,216,195,1.649119,1.65,1131,0
20966,SANDWICH BATH SPONGE,Home Decor,3324.5,2690,232,137,1.249255,1.25,1132,0
22822,CREAM WALL PLANTER HEART SHAPED,Home Decor,3324.1099,588,168,139,5.9360113,12.46,1133,0
21556,CERAMIC STRAWBERRY MONEY BOX,Kitchen,3321.9,1386,174,132,2.5384614,2.55,1134,0
23189,SET OF 12 FORK CANDLES,Lighting,3319.35,1215,113,89,2.858421,2.89,1135,0
84580,MOUSE TOY WITH PINK T-SHIRT,Home Decor,3315.05,883,312,197,3.755723,4.13,1136,0
21067,VINTAGE RED TEATIME MUG,Kitchen,3312.72,4525,180,130,1.1003704,1.25,1137,0
23156,SET OF 5 MINI GROCERY MAGNETS,Home Decor,3311.7798,1638,184,117,2.094241,4.13,1138,0
22312,OFFICE MUG WARMER POLKADOT,Kitchen,3310.69,1037,188,104,3.428128,5.79,1139,0
21902,"KEY FOB , FRONT  DOOR ",Home Decor,3306.3398,5320,408,250,0.6596313,1.63,1140,0
22603,CHRISTMAS RETROSPOT TREE WOOD,Christmas,3294.9001,4014,301,236,0.86421883,1.63,1141,0
22440,BALLOON WATER BOMB PACK OF 35,Home Decor,3288.78,8449,258,187,0.41811186,0.42,1142,0
22769,CHALKBOARD KITCHEN ORGANISER,Kitchen,3286.6,168,35,32,24.225279,24.95,1143,0
23168,CLASSIC CAFE SUGAR DISPENSER,Stationery,3285.67,2850,220,140,1.2281165,2.46,1144,0
23332,IVORY WICKER HEART LARGE,Home Decor,3283.7998,1996,267,207,1.6485765,1.65,1145,0
23536,WALL ART VILLAGE SHOW ,Signs,3274.03,613,74,68,5.869865,5.95,1146,0
21507,"ELEPHANT, BIRTHDAY CARD, ",Cards/Gift,3270.24,8066,470,267,0.42238393,0.83,1147,0
20702,PINK PADDED MOBILE,Stationery,3267.25,779,237,151,4.235944,4.25,1148,0
22461,SAVOY ART DECO CLOCK,Clocks,3265.3,398,130,82,10.906391,12.75,1149,0
21039,RED SPOTTY SHOPPING BAG,Bags,3263.3098,1287,200,141,2.6094086,5.79,1150,0
23009,I LOVE LONDON BABY GIFT SET,Cards/Gift,3262.55,209,61,48,16.42541,16.95,1151,0
22902,TOTE BAG I LOVE LONDON,Bags,3257.44,1689,140,102,2.0634394,2.1,1152,0
22176,BLUE OWL SOFT TOY,Home Decor,3257.1,1138,217,125,2.9412282,2.95,1153,0
21917,SET 12 KIDS  WHITE CHALK STICKS,Home Decor,3252.84,7955,381,246,0.4229367,0.83,1154,0
21830,ASSORTED CREEPY CRAWLIES,Home Decor,3251.89,7844,225,151,0.42573768,0.83,1155,0
21349,IVY HEART WREATH,Home Decor,3247.0,500,127,113,6.701515,6.75,1156,0
21123,SET/10 IVORY POLKADOT PARTY CANDLES,Lighting,3245.44,2606,189,125,1.2418,1.25,1157,0
22939,APRON APPLE DELIGHT,Lighting,3242.13,675,152,109,5.158,10.79,1158,0
21794,CLASSIC FRENCH STYLE BASKET NATURAL,Home Decor,3233.62,678,152,123,5.3086276,7.46,1159,0
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,Stationery,3230.55,1161,131,122,2.928788,2.95,1160,0
21845,DAIRY MAID STRIPE MUG,Kitchen,3229.9402,2438,144,104,1.8931293,2.95,1161,0
21732,RED HANGING METAL STAR TLIGHT HLDR,Lighting,3229.17,931,56,50,3.6840003,3.75,1162,0
21351,CINAMMON & ORANGE WREATH,Home Decor,3227.05,1019,135,113,5.2898602,6.75,1163,0
22095,LADS ONLY TISSUE BOX,Home Decor,3219.3599,3206,188,125,0.91737324,1.25,1164,0
21211,SET OF 72 SKULL PAPER  DOILIES,Stationery,3217.3,2338,184,139,1.4458115,1.45,1165,0
23013,GLASS APOTHECARY BOTTLE TONIC,Kitchen,3215.04,866,180,135,3.885934,8.29,1166,0
21054,NURSE'S BAG SOFT TOY,Bags,3210.95,361,163,119,8.944118,8.95,1167,0
22494,EMERGENCY FIRST AID TIN ,Kitchen,3209.4,2590,294,200,1.2876798,2.46,1168,0
21993,FLORAL FOLK STATIONERY SET,Home Decor,3208.4,2067,282,208,1.8395593,2.95,1169,0
23230,WRAP ALPHABET DESIGN,Cards/Gift,3207.0,7950,232,178,0.41733906,0.42,1170,0
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,Home Decor,3199.5,7851,336,251,0.41966477,0.42,1171,0
22459,CAST IRON HOOK GARDEN TROWEL,Home Decor,3195.56,1348,148,124,2.535779,2.69,1172,0
23426,METAL SIGN DROP YOUR PANTS,Signs,3192.56,1232,171,126,2.8548572,2.89,1173,0
23239,SET OF 4 KNICK KNACK TINS POPPIES,Kitchen,3188.05,823,155,125,3.9125767,4.15,1174,0
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,Bags,3184.38,2646,120,96,1.2395276,1.25,1175,0
21469,POLKA DOT RAFFIA FOOD COVER,Home Decor,3178.16,1099,176,130,3.682458,7.46,1176,0
20886,BOX OF 9 PEBBLE CANDLES,Lighting,3177.0,1694,244,163,1.9382813,1.95,1177,0
23388,WOODLAND MINI BACKPACK,Bags,3170.95,793,135,115,4.1384063,4.15,1178,0
85040A,S/4 PINK FLOWER CANDLES IN BOWL,Lighting,3169.04,1928,314,193,1.6719584,3.29,1179,0
23350,ROLL WRAP VINTAGE SPOT ,Cards/Gift,3165.65,2593,246,205,1.2467059,1.25,1180,0
84356,POMPOM CURTAIN,Home Decor,3161.95,661,94,58,6.0657897,6.95,1181,0
22863,SOAP DISH BROCANTE,Home Decor,3141.55,1117,148,120,2.9301243,2.95,1182,0
22700,BLACK AND WHITE DOG BOWL,Kitchen,3140.82,1386,92,79,2.65,3.24,1183,0
22154,ANGEL DECORATION 3 BUTTONS ,Home Decor,3130.02,7617,227,163,0.4192996,0.42,1184,0
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,Home Decor,3128.71,2651,135,75,1.2440411,1.49,1185,0
20992,JAZZ HEARTS PURSE NOTEBOOK,Bags,3126.5,6098,377,222,0.5944335,0.85,1186,0
23065,LARGE DECO JEWELLERY STAND,Home Decor,3115.2998,257,92,81,12.470968,12.5,1187,0
22702,BLACK AND WHITE CAT BOWL,Kitchen,3106.2002,1577,82,66,1.9459769,2.4,1188,0
79323GR,GREEN CHERRY LIGHTS,Lighting,3100.2,524,76,60,6.493421,6.75,1189,0
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,Kitchen,3098.2102,5967,305,209,0.5635647,1.25,1190,0
21864,UNION JACK FLAG PASSPORT COVER ,Home Decor,3098.0999,1569,259,166,2.0836594,2.1,1191,0
85232D,SET/3 DECOUPAGE STACKING TINS,Kitchen,3097.95,653,175,120,4.927419,4.95,1192,0
22972,CHILDREN'S SPACEBOY MUG,Kitchen,3095.96,1900,191,147,1.6530621,3.29,1193,0
21466,RED FLOWER CROCHET FOOD COVER,Home Decor,3095.39,833,240,147,3.7975101,7.46,1194,0
22475,SKULL DESIGN TV DINNER TRAY,Signs,3092.5,698,200,115,4.7695694,4.95,1195,0
21364,PEACE SMALL WOOD LETTERS,Home Decor,3085.65,447,144,118,6.7525334,7.13,1196,0
84975,HEART SHAPED MIRROR,Frames,3083.32,1948,167,115,1.6763637,1.69,1197,0
21179,NO JUNK MAIL METAL SIGN,Signs,3082.96,4074,359,231,0.9897638,1.25,1198,0
22862,LOVE HEART NAPKIN BOX ,Home Decor,3082.25,729,184,143,4.247436,4.25,1199,0
23253,16 PIECE CUTLERY SET PANTRY DESIGN,Signs,3082.0999,214,47,44,15.656383,15.95,1200,0
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,Christmas,3076.29,3735,253,227,0.8295785,0.83,1201,0
21812,GARLAND WITH HEARTS AND BELLS,Home Decor,3071.5498,629,124,103,4.9339695,4.95,1202,0
23342,MINT DINER WALL CLOCK,Clocks,3068.5,367,155,105,8.483758,8.5,1203,0
22076,6 RIBBONS EMPIRE  ,Cards/Gift,3068.3699,2123,240,197,1.5497628,1.65,1204,0
21246,RED SPOTTY BIG BOWL,Kitchen,3055.2,624,137,99,4.9398546,4.95,1205,0
22122,SET OF 2 FANCY FONT TEA TOWELS,Home Decor,3048.25,1055,156,113,2.947546,2.95,1206,0
37501,TEA TIME TEA SET IN GIFT BOX,Cards/Gift,3047.9,442,146,106,6.943333,6.95,1207,0
22107,PIZZA PLATE IN BOX,Kitchen,3044.8,865,185,118,3.6517,7.46,1208,0
22428,ENAMEL FIRE BUCKET CREAM,Home Decor,3042.9797,440,158,126,6.978452,14.13,1209,0
21055,TOOL BOX SOFT TOY ,Home Decor,3041.7898,333,176,122,9.19908,16.63,1210,0
22406,MONEY BOX KINGS CHOICE DESIGN,Signs,3031.5298,2451,174,145,1.2338587,2.46,1211,0
37410,BLACK AND WHITE PAISLEY FLOWER MUG,Kitchen,3019.57,25685,18,13,1.045,1.25,1212,0
21333,CLASSIC WHITE FRAME,Frames,3017.45,1031,197,150,2.9440887,2.95,1213,0
22313,OFFICE MUG WARMER PINK,Kitchen,3008.69,989,106,74,3.3351786,5.79,1214,0
22136,LOVE HEART SOCK HANGER,Home Decor,3000.0,1888,191,117,1.6440297,1.65,1215,0
22477,WATERING CAN GARDEN MARKER,Home Decor,2998.7,2268,183,155,1.2514439,1.48,1216,0
84849B,FAIRY SOAP SOAP HOLDER,Home Decor,2988.7603,1852,226,123,1.6827587,1.69,1217,0
23231,WRAP DOILEY DESIGN,Cards/Gift,2986.5,7225,257,190,0.41906613,0.42,1218,0
21829,DINOSAUR KEYRINGS ASSORTED,Home Decor,2982.8699,14396,300,211,0.21058442,0.42,1219,0
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,Cards/Gift,2981.48,3415,239,158,0.87016064,2.46,1220,0
23346,SPACEBOY BEAKER,Home Decor,2975.75,2571,138,106,1.244014,1.25,1221,0
21473,SWEETHEART CREAM STEEL TABLE RECT,Home Decor,2972.55,149,86,65,19.95,19.95,1222,0
23323,WHITE WICKER STAR ,Home Decor,2963.0999,1426,270,210,2.0964537,2.1,1223,0
21477,STRING OF 20 ROSE LIGHTS,Lighting,2962.5,262,37,35,12.458109,12.75,1224,0
23014,GLASS APOTHECARY BOTTLE ELIXIR,Kitchen,2959.6802,800,160,122,3.9084146,8.29,1225,0
22963,JAM JAR WITH GREEN LID,Kitchen,2954.59,3721,222,170,0.8430453,1.63,1226,0
22194,BLACK DINER WALL CLOCK,Clocks,2952.05,357,142,100,8.458966,8.5,1227,0
23461,SWEETHEART BIRD HOUSE,Home Decor,2950.05,839,83,75,4.1369796,4.15,1228,0
23035,DRAWER KNOB CERAMIC IVORY,Kitchen,2941.6902,2089,166,110,1.4537648,3.29,1229,0
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,Home Decor,2940.75,241,133,109,12.617647,12.75,1230,0
22347,PIZZA SLICE DISH,Home Decor,2936.45,2641,76,50,1.2299999,1.25,1231,0
22794,SWEETHEART WIRE MAGAZINE RACK,Home Decor,2931.0,372,183,130,7.9373016,7.95,1232,0
18098C,PORCELAIN BUTTERFLY OIL BURNER,Home Decor,2930.2,1156,177,104,2.8951778,2.95,1233,0
21467,CHERRY CROCHET FOOD COVER,Home Decor,2927.77,957,212,145,3.7346363,7.46,1234,0
21192,WHITE BELL HONEYCOMB PAPER ,Stationery,2914.85,1889,113,96,1.6313953,1.65,1235,0
21705,BAG 500g SWIRLY MARBLES,Bags,2914.56,2420,183,142,1.561217,3.29,1236,0
21519,GIN & TONIC DIET GREETING CARD ,Kitchen,2914.02,7125,436,181,0.41404063,0.42,1237,0
21447,12 IVORY ROSE PEG PLACE SETTINGS,Kitchen,2909.83,2399,228,149,1.2468333,1.25,1238,0
82578,KITCHEN METAL SIGN,Kitchen,2904.1,5436,544,322,0.55367494,1.25,1239,0
23242,TREASURE TIN BUFFALO BILL ,Kitchen,2898.5598,1436,187,132,2.0741327,2.08,1240,0
23390,DOLLY GIRL MINI BACKPACK,Bags,2888.75,725,146,117,4.1395426,4.15,1241,0
85049D,BRIGHT BLUES RIBBONS ,Cards/Gift,2886.39,2331,372,263,1.2495128,1.25,1242,0
23393,HOME SWEET HOME CUSHION COVER ,Home Decor,2883.75,769,201,165,3.75,3.75,1243,0
21100,CHARLIE AND LOLA CHARLOTTE BAG,Bags,2880.55,2231,159,119,1.5791616,1.65,1244,0
21820,GLITTER HEART GARLAND WITH BELLS ,Home Decor,2867.21,778,134,112,3.7626488,7.46,1245,0
21354,TOAST ITS - BEST MUM,Home Decor,2866.0999,2458,169,123,1.2231843,1.25,1246,0
22944,CHRISTMAS METAL POSTCARD WITH BELLS,Christmas,2865.5298,4227,102,89,0.8497297,1.25,1247,0
15039,SANDALWOOD FAN,Home Decor,2863.35,4163,180,127,0.83107525,0.85,1248,0
22037,ROBOT BIRTHDAY CARD,Cards/Gift,2861.44,6883,474,270,0.42010286,0.83,1249,0
21990,MODERN FLORAL STATIONERY SET,Home Decor,2861.2,1804,233,170,1.8171544,2.95,1250,0
22309,TEA COSY RED  STRIPE,Home Decor,2858.5798,1211,169,117,2.5709827,4.96,1251,0
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,Kitchen,2844.74,666,168,100,4.313409,8.29,1252,0
21206,STRAWBERRY HONEYCOMB  GARLAND ,Home Decor,2842.7998,2072,190,117,1.6089743,1.65,1253,0
22172,METAL SHELF WITH RAIL ,Christmas,2839.0,339,156,124,8.47293,8.5,1254,0
22925,BLUE GIANT GARDEN THERMOMETER,Home Decor,2838.97,481,171,130,5.9806113,12.46,1255,0
22712,CARD DOLLY GIRL ,Cards/Gift,2838.21,7153,345,209,0.42749295,0.83,1256,0
23182,TOILET SIGN OCCUPIED OR VACANT,Kitchen,2837.57,3414,254,140,0.877603,2.46,1257,0
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,Home Decor,2834.31,2304,233,146,1.2746058,2.46,1258,0
84279B,CHERRY BLOSSOM DECORATIVE FLASK,Home Decor,2831.4,780,188,140,3.729267,3.75,1259,0
22955,36 FOIL STAR CAKE CASES ,Kitchen,2826.14,1445,156,131,2.0425568,2.1,1260,0
85114B,IVORY ENCHANTED FOREST PLACEMAT,Home Decor,2822.45,1793,157,99,1.6427273,1.65,1261,0
23329,DECORATIVE WICKER HEART LARGE,Home Decor,2812.7998,1712,215,168,1.6483538,1.65,1262,0
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,Lighting,2808.41,869,37,33,6.1624393,12.46,1263,0
47504K,ENGLISH ROSE GARDEN SECATEURS,Home Decor,2803.58,2598,263,210,1.3730657,1.95,1264,0
22480,RED TEA TOWEL CLASSIC DESIGN,Signs,2799.31,2327,245,197,1.2457463,1.25,1265,0
22710,WRAP I LOVE LONDON ,Cards/Gift,2798.18,7129,168,112,0.41585797,0.42,1266,0
22067,CHOC TRUFFLE GOLD TRINKET POT ,Home Decor,2796.33,1813,180,108,1.602604,1.65,1267,0
21626,VINTAGE UNION JACK PENNANT,Cards/Gift,2790.4502,1431,159,136,1.95,1.95,1268,0
84909A,PINK PAISLEY QUILT ,Home Decor,2784.8,208,29,24,17.32931,45.95,1269,0
22450,SILK PURSE BABUSHKA BLUE,Bags,2784.2498,839,166,117,3.345652,3.35,1270,0
21328,BALLOONS  WRITING SET ,Kitchen,2780.5,1686,374,257,1.6651725,3.29,1271,0
21796,SET OF 3 RED STRIPE BASKETS,Home Decor,2769.44,323,66,57,12.660757,12.75,1272,0
22674,FRENCH TOILET SIGN BLUE METAL,Signs,2767.73,2288,243,182,1.2510359,2.46,1273,0
21682,LARGE MEDINA STAMPED METAL BOWL ,Kitchen,2766.21,568,141,116,4.9799304,9.96,1274,0
22949,36 DOILIES DOLLY GIRL,Home Decor,2764.5002,1986,143,130,1.4472603,1.45,1275,0
22452,MEASURING TAPE BABUSHKA PINK,Home Decor,2759.95,977,165,112,2.9160464,2.95,1276,0
23345, DOLLY GIRL BEAKER,Home Decor,2759.5,2398,133,100,1.2438406,1.25,1277,0
23290,SPACEBOY CHILDRENS BOWL,Kitchen,2757.15,2367,174,125,1.2419541,1.25,1278,0
23354,6 GIFT TAGS 50'S CHRISTMAS ,Christmas,2753.42,3346,261,235,0.8295941,0.83,1279,0
23051,RECYCLED ACAPULCO MAT BLUE,Home Decor,2741.35,335,133,95,8.23797,8.25,1280,0
21272,SALLE DE BAIN HOOK,Home Decor,2739.3599,2208,230,167,1.2497143,1.48,1281,0
22828,REGENCY MIRROR WITH SHUTTERS,Frames,2730.0,18,11,9,155.0,165.0,1282,0
84813,SET OF 4 DIAMOND NAPKIN RINGS,Home Decor,2722.47,379,69,53,10.52116,24.96,1283,0
21949,SET OF 6 STRAWBERRY CHOPSTICKS,Home Decor,2717.79,2371,135,91,1.2665467,2.46,1284,0
22757,LARGE RED BABUSHKA NOTEBOOK ,Stationery,2716.23,2542,223,161,1.1799142,2.46,1285,0
22930,BAKING MOULD HEART MILK CHOCOLATE,Kitchen,2715.3198,1132,145,120,2.5618954,4.96,1286,0
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,Bags,2713.22,1341,189,147,2.1343005,4.13,1287,0
22983,CARD BILLBOARD FONT,Cards/Gift,2708.91,6604,409,264,0.4252,0.83,1288,0
22572,ROCKING HORSE GREEN CHRISTMAS ,Christmas,2708.56,3304,264,211,0.8464626,0.85,1289,0
84510A,SET OF 4 ENGLISH ROSE COASTERS,Home Decor,2708.04,2196,307,200,1.2595327,2.46,1290,0
22162,HEART GARLAND RUSTIC PADDED,Stationery,2706.55,937,133,92,2.947203,2.95,1291,0
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,Signs,2705.05,1945,154,122,1.4448719,1.45,1292,0
22897,OVEN MITT APPLES DESIGN,Signs,2705.01,1901,248,190,1.5164033,3.29,1293,0
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,Home Decor,2698.96,2216,171,95,1.2504371,1.49,1294,0
22696,WICKER WREATH LARGE,Home Decor,2696.2102,1421,245,203,1.9665055,4.13,1295,0
21728,METAL MEDINA LANTERN ,Lighting,2696.1,296,36,33,12.405263,12.75,1296,0
22990,COTTON APRON PANTRY DESIGN,Signs,2695.29,607,140,117,4.7627773,10.79,1297,0
22482,BLUE TEA TOWEL CLASSIC DESIGN,Signs,2693.3398,2286,201,154,1.2421918,1.25,1298,0
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,Stationery,2691.14,1678,179,145,1.6513333,3.29,1299,0
21765,HANGING METAL BIRD BATH,Signs,2685.45,347,119,103,7.903125,7.95,1300,0
21329,DINOSAURS  WRITING SET ,Kitchen,2683.8398,1644,369,253,1.6633673,3.29,1301,0
22436,12 COLOURED PARTY BALLOONS,Home Decor,2683.35,4227,255,173,0.65371746,1.25,1302,0
21683,MEDIUM MEDINA STAMPED METAL BOWL ,Kitchen,2681.45,935,132,96,2.9441175,2.95,1303,0
23147,SINGLE ANTIQUE ROSE HOOK IVORY,Home Decor,2672.85,1845,250,170,1.4492158,1.45,1304,0
22974,CHILDRENS DOLLY GIRL MUG,Kitchen,2672.49,1653,163,128,1.6813042,3.29,1305,0
22066,LOVE HEART TRINKET POT,Home Decor,2671.03,3429,254,185,1.0113333,3.29,1306,0
22754,SMALL RED BABUSHKA NOTEBOOK ,Stationery,2668.9602,3710,379,237,0.80770206,1.63,1307,0
21688,SILVER PLATE CANDLE BOWL SMALL,Lighting,2666.8,904,108,97,2.95,2.95,1308,0
85227,SET OF 6 3D KIT CARDS FOR KIDS,Cards/Gift,2665.7302,3215,289,225,0.8608074,1.63,1309,0
22473,TV DINNER TRAY VINTAGE PAISLEY,Cards/Gift,2664.59,749,166,120,4.6080813,10.79,1310,0
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,Stationery,2663.7002,3589,395,243,0.8203563,1.63,1311,0
22762,CUPBOARD 3 DRAWER MA CAMPAGNE,Kitchen,2663.65,187,107,91,14.7699995,14.95,1312,0
21360,JOY LARGE WOOD LETTERS,Home Decor,2661.2,436,92,81,9.264211,9.95,1313,0
90057,DIAMANTE RING ASSORTED IN BOX.,Home Decor,2660.88,1800,34,29,1.627647,3.39,1314,0
21818,GLITTER CHRISTMAS HEART ,Christmas,2658.96,4342,261,197,0.6673841,1.63,1315,0
21786,POLKADOT RAIN HAT ,Home Decor,2656.3298,7148,216,131,0.42839357,0.83,1316,0
22671,FRENCH LAUNDRY SIGN BLUE METAL,Signs,2650.6099,1649,190,140,1.6799498,3.29,1317,0
23427,STOOL HOME SWEET HOME ,Home Decor,2648.4,228,106,87,12.305555,12.5,1318,0
21508,VINTAGE KID DOLLY CARD ,Cards/Gift,2645.41,6556,409,215,0.41513252,0.83,1319,0
22576,SWALLOW WOODEN CHRISTMAS DECORATION,Christmas,2640.37,3121,243,191,0.86897814,1.63,1320,0
22145,CHRISTMAS CRAFT HEART STOCKING ,Christmas,2637.4,1294,169,153,2.091573,2.1,1321,0
84596F,SMALL MARSHMALLOWS PINK BOWL,Kitchen,2635.5898,4193,410,216,0.71794873,1.25,1322,0
23211,RED ROCKING HORSE HAND PAINTED,Home Decor,2634.0,2208,116,82,1.2412499,1.25,1323,0
22816,CARD MOTORBIKE SANTA,Christmas,2630.64,6416,299,258,0.4175926,0.42,1324,0
22503,CABIN BAG VINTAGE PAISLEY,Bags,2626.8,112,35,29,27.085136,29.95,1325,0
22293,HANGING CHICK GREEN DECORATION,Signs,2625.7502,1935,154,114,1.4463856,1.45,1326,0
79164,BLACK WINE GLASS,Kitchen,2625.6,3660,67,43,1.3019444,1.65,1327,0
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,Home Decor,2617.21,644,79,69,4.8476825,9.96,1328,0
21693,SMALL HAMMERED SILVER CANDLEPOT ,Lighting,2608.35,885,99,84,2.9464285,2.95,1329,0
21439,BASKET OF TOADSTOOLS,Home Decor,2607.48,2148,162,112,1.2488691,1.25,1330,0
21897,POTTING SHED CANDLE CITRONELLA,Lighting,2605.9702,863,100,86,2.9412963,3.21,1331,0
22927,GREEN GIANT GARDEN THERMOMETER,Home Decor,2605.5,450,140,101,5.9366665,5.95,1332,0
23395,BELLE JARDINIERE CUSHION COVER,Kitchen,2604.48,696,175,141,3.7475133,3.75,1333,0
22675,FRENCH KITCHEN SIGN BLUE METAL,Kitchen,2603.66,2149,226,179,1.2771983,2.46,1334,0
22803,IVORY EMBROIDERED QUILT ,Home Decor,2603.3,70,30,22,37.903847,39.95,1335,0
22046,TEA PARTY  WRAPPING PAPER ,Cards/Gift,2603.0,6350,207,147,0.41845408,0.42,1336,0
85049F,BABY BOOM RIBBONS ,Cards/Gift,2602.64,2104,295,206,1.2493831,1.25,1337,0
23053,RECYCLED ACAPULCO MAT PINK,Home Decor,2598.15,319,129,105,8.231538,8.25,1338,0
85049B,LUSH GREENS RIBBONS,Cards/Gift,2597.8599,2102,317,224,1.2488308,1.25,1339,0
85132B,CHARLIE AND LOLA TABLE TINS,Kitchen,2593.25,895,100,73,4.4990196,9.95,1340,0
22415,WHITE TISSUE REAM,Home Decor,2591.7,326,204,156,7.95,7.95,1341,0
22177,5 HOOK BLACKBOARD ORGANISER ,Home Decor,2589.59,301,102,90,9.8760195,9.95,1342,0
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,Lighting,2588.43,2160,140,117,1.2633775,2.46,1343,0
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,Bags,2588.08,534,228,163,4.9268374,8.29,1344,0
47480,HANGING PHOTO CLIP ROPE LADDER,Frames,2585.83,1655,99,62,1.7459223,3.29,1345,0
22519,CHILDS GARDEN BRUSH PINK,Home Decor,2584.38,1334,203,142,2.0783253,2.1,1346,0
21788,KIDS RAIN MAC BLUE,Home Decor,2583.6802,3242,174,141,0.84772974,1.63,1347,0
23212,HEART WREATH DECORATION WITH BELL,Home Decor,2582.63,2179,145,104,1.2390909,1.25,1348,0
84944,SET OF 6 KASHMIR FOLKART BAUBLES,Home Decor,2580.4,932,149,122,3.2912498,4.25,1349,0
21214,SET OF 72 IVORY PAPER DOILIES,Stationery,2579.6501,1885,125,106,1.4421875,1.45,1350,0
23164,REGENCY CAKE SLICE,Kitchen,2579.21,564,80,70,4.922625,9.96,1351,0
22905,CALENDAR IN SEASON DESIGN,Signs,2577.04,947,143,111,2.8546624,2.95,1352,0
21096,SET/6 FRUIT SALAD  PAPER PLATES,Kitchen,2576.59,15781,101,91,0.5472549,0.85,1353,0
21742,LARGE ROUND WICKER PLATTER ,Home Decor,2576.3499,433,189,156,5.95,5.95,1354,0
21589,SWALLOW GIANT TUBE MATCHES,Home Decor,2573.25,1115,86,73,2.5034482,2.55,1355,0
22208,WOOD STAMP SET THANK YOU,Home Decor,2568.8,2111,311,237,1.2266364,3.29,1356,0
22914,BLUE COAT RACK PARIS FASHION,Home Decor,2567.7898,557,149,117,4.927423,4.95,1357,0
23100,SILVER BELLS TABLE DECORATION,Home Decor,2565.85,2093,213,180,1.2462162,1.25,1358,0
20985,HEART CALCULATOR,Home Decor,2560.28,2154,216,162,1.2597872,2.46,1359,0
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",Home Decor,2553.55,1229,128,109,2.6211112,2.95,1360,0
22937,BAKING MOULD CHOCOLATE CUPCAKES,Kitchen,2552.69,991,136,122,2.6094558,4.96,1361,0
22518,CHILDS GARDEN BRUSH BLUE,Home Decor,2548.98,1320,201,141,2.076908,2.1,1362,0
37340,MULTICOLOUR SPRING FLOWER MUG,Kitchen,2547.81,13093,95,79,0.53938776,0.85,1363,0
23266,SET OF 3 WOODEN STOCKING DECORATION,Christmas,2543.39,1975,274,201,1.310101,2.5,1364,0
22152,PLACE SETTING WHITE STAR,Kitchen,2539.31,6239,219,154,0.4241453,1.63,1365,0
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,Home Decor,2535.89,781,211,151,3.2826269,3.29,1366,0
21327,SKULLS WRITING SET ,Kitchen,2530.3499,1535,333,212,1.6494317,1.65,1367,0
22132,RED LOVE HEART SHAPE CUP,Kitchen,2526.9802,3050,238,154,0.85,1.63,1368,0
23333,IVORY WICKER HEART MEDIUM,Home Decor,2524.9,2030,216,179,1.2481896,1.25,1369,0
22792,FLUTED ANTIQUE CANDLE HOLDER,Lighting,2524.1,3072,171,128,0.86005527,1.63,1370,0
